trx_id,trx_date,sku_id,qty_sold,net_sales,product_price,payment_method,channel,outlet_id
TRX1001872,31/01/2024,SKU019,3,75000,25000,Cash,GT,OUT-018
TRX1001873,06/02/2024,SKU043,3,165000,55000,Credit Card,MT,OUT-008
TRX1001874,23/01/2024,SKU038,5,175000,35000,Cash,GT,OUT-020
TRX1001875,15/01/2024,SKU030,4,300000,75000,Cash,GT,OUT-025
TRX1001876,05/01/2024,SKU016,2,50000,25000,Cash,GT,OUT-008
TRX1001877,28/03/2024,SKU034,5,375000,75000,QRIS,GT,OUT-007
TRX1001878,24/03/2024,SKU023,3,105000,35000,Debit,MT,OUT-018
TRX1001879,19/01/2024,SKU029,4,500000,125000,QRIS,MT,OUT-018
TRX1001880,12/03/2024,SKU036,2,250000,125000,QRIS,GT,OUT-001
TRX1001881,26/03/2024,SKU040,5,225000,45000,QRIS,GT,OUT-025
TRX1001882,08/01/2024,SKU017,2,110000,55000,QRIS,GT,OUT-025
TRX1001883,04/02/2024,SKU022,3,75000,25000,Credit Card,MT,OUT-017
TRX1001884,06/03/2024,SKU029,4,180000,45000,Cash,GT,OUT-015
TRX1001885,16/02/2024,SKU019,3,105000,35000,Credit Card,MT,OUT-022
TRX1001886,27/01/2024,SKU035,4,180000,45000,Cash,MT,OUT-021
TRX1001887,12/02/2024,SKU039,1,45000,45000,Debit,MT,OUT-022
TRX1001888,13/03/2024,SKU035,4,140000,35000,QRIS,GT,OUT-013
TRX1001889,25/03/2024,SKU043,2,110000,55000,Cash,GT,OUT-005
TRX1001890,17/01/2024,SKU040,5,625000,125000,Cash,MT,OUT-007
TRX1001891,02/01/2024,SKU015,5,275000,55000,QRIS,MT,OUT-004
TRX1001892,03/02/2024,SKU017,3,225000,75000,Cash,GT,OUT-021
TRX1001893,27/03/2024,SKU014,4,140000,35000,Credit Card,MT,OUT-006
TRX1001894,08/03/2024,SKU031,3,75000,25000,Cash,MT,OUT-025
TRX1001895,05/02/2024,SKU017,5,375000,75000,Cash,GT,OUT-003
TRX1001896,25/03/2024,SKU031,1,75000,75000,QRIS,GT,OUT-018
TRX1001897,17/03/2024,SKU044,2,50000,25000,Cash,GT,OUT-018
TRX1001898,14/01/2024,SKU004,5,375000,75000,Credit Card,MT,OUT-019
TRX1001899,26/01/2024,SKU029,1,75000,75000,Debit,MT,OUT-012
TRX1001900,21/01/2024,SKU009,3,135000,45000,Cash,MT,OUT-005
TRX1001901,26/02/2024,SKU037,2,110000,55000,Debit,MT,OUT-013
TRX1001902,28/03/2024,SKU028,4,500000,125000,Cash,MT,OUT-002
TRX1001903,12/02/2024,SKU030,3,375000,125000,QRIS,MT,OUT-022
TRX1001904,13/03/2024,SKU007,4,100000,25000,QRIS,GT,OUT-024
TRX1001905,09/02/2024,SKU030,1,25000,25000,Cash,GT,OUT-012
TRX1001906,22/01/2024,SKU034,3,105000,35000,Cash,GT,OUT-014
TRX1001907,11/03/2024,SKU031,2,150000,75000,QRIS,GT,OUT-024
TRX1001908,01/02/2024,SKU012,5,275000,55000,QRIS,GT,OUT-013
TRX1001909,09/02/2024,SKU032,2,110000,55000,Credit Card,MT,OUT-022
TRX1001910,10/02/2024,SKU027,4,220000,55000,QRIS,MT,OUT-008
TRX1001911,21/02/2024,SKU029,2,90000,45000,QRIS,MT,OUT-023
TRX1001912,09/01/2024,SKU003,1,55000,55000,Credit Card,MT,OUT-019
TRX1001913,10/01/2024,SKU016,3,75000,25000,Credit Card,MT,OUT-024
TRX1001914,06/03/2024,SKU013,3,225000,75000,QRIS,GT,OUT-006
TRX1001915,06/01/2024,SKU026,5,125000,25000,QRIS,MT,OUT-015
TRX1001916,19/03/2024,SKU016,5,175000,35000,Debit,MT,OUT-025
TRX1001917,29/02/2024,SKU033,3,105000,35000,Credit Card,MT,OUT-018
TRX1001918,29/01/2024,SKU021,5,225000,45000,QRIS,GT,OUT-003
TRX1001919,28/03/2024,SKU041,4,100000,25000,Debit,MT,OUT-009
TRX1001920,26/02/2024,SKU011,1,45000,45000,Cash,GT,OUT-013
TRX1001921,27/02/2024,SKU017,2,110000,55000,Cash,MT,OUT-011
TRX1001922,22/01/2024,SKU024,2,150000,75000,Cash,GT,OUT-004
TRX1001923,03/01/2024,SKU040,1,45000,45000,Cash,GT,OUT-011
TRX1001924,02/03/2024,SKU039,2,110000,55000,Cash,GT,OUT-012
TRX1001925,12/01/2024,SKU032,4,500000,125000,QRIS,GT,OUT-013
TRX1001926,15/03/2024,SKU019,4,300000,75000,QRIS,GT,OUT-023
TRX1001927,31/03/2024,SKU012,4,220000,55000,QRIS,GT,OUT-023
TRX1001928,14/01/2024,SKU005,5,275000,55000,QRIS,GT,OUT-009
TRX1001929,18/02/2024,SKU020,4,100000,25000,Cash,GT,OUT-001
TRX1001930,29/02/2024,SKU038,2,50000,25000,Cash,MT,OUT-006
TRX1001931,27/02/2024,SKU041,2,150000,75000,Debit,MT,OUT-003
TRX1001932,08/02/2024,SKU040,4,100000,25000,Credit Card,MT,OUT-011
TRX1001933,19/02/2024,SKU014,5,225000,45000,Credit Card,MT,OUT-024
TRX1001934,09/01/2024,SKU008,1,75000,75000,QRIS,GT,OUT-019
TRX1001935,07/02/2024,SKU041,2,90000,45000,QRIS,MT,OUT-021
TRX1001936,16/01/2024,SKU024,2,110000,55000,Credit Card,MT,OUT-018
TRX1001937,12/01/2024,SKU012,1,35000,35000,Cash,MT,OUT-005
TRX1001938,05/02/2024,SKU038,1,45000,45000,QRIS,MT,OUT-002
TRX1001939,05/03/2024,SKU031,3,105000,35000,Cash,GT,OUT-002
TRX1001940,26/01/2024,SKU030,4,220000,55000,QRIS,GT,OUT-015
TRX1001941,18/03/2024,SKU001,4,100000,25000,QRIS,GT,OUT-019
TRX1001942,16/01/2024,SKU043,2,250000,125000,Cash,GT,OUT-001
TRX1001943,06/02/2024,SKU027,3,135000,45000,QRIS,GT,OUT-007
TRX1001944,16/02/2024,SKU014,3,135000,45000,Credit Card,MT,OUT-024
TRX1001945,31/03/2024,SKU023,1,125000,125000,Cash,MT,OUT-005
TRX1001946,07/02/2024,SKU027,1,125000,125000,QRIS,GT,OUT-005
TRX1001947,14/02/2024,SKU030,1,55000,55000,QRIS,GT,OUT-001
TRX1001948,02/01/2024,SKU036,5,275000,55000,Cash,MT,OUT-009
TRX1001949,27/03/2024,SKU017,4,220000,55000,Debit,MT,OUT-020
TRX1001950,03/03/2024,SKU023,2,150000,75000,QRIS,GT,OUT-003
TRX1001951,07/01/2024,SKU030,1,75000,75000,QRIS,GT,OUT-022
TRX1001952,21/01/2024,SKU032,1,45000,45000,Cash,MT,OUT-024
TRX1001953,15/01/2024,SKU012,5,125000,25000,Cash,MT,OUT-020
TRX1001954,15/01/2024,SKU017,4,180000,45000,QRIS,MT,OUT-005
TRX1001955,30/01/2024,SKU028,3,135000,45000,Cash,GT,OUT-015
TRX1001956,06/01/2024,SKU043,5,275000,55000,QRIS,MT,OUT-014
TRX1001957,02/03/2024,SKU040,2,50000,25000,Cash,GT,OUT-004
TRX1001958,01/02/2024,SKU037,1,125000,125000,Cash,GT,OUT-011
TRX1001959,04/01/2024,SKU026,3,75000,25000,QRIS,GT,OUT-001
TRX1001960,11/01/2024,SKU033,1,55000,55000,Cash,GT,OUT-007
TRX1001961,02/02/2024,SKU037,1,45000,45000,QRIS,GT,OUT-018
TRX1001962,14/03/2024,SKU003,1,25000,25000,QRIS,GT,OUT-016
TRX1001963,07/02/2024,SKU043,2,50000,25000,Credit Card,MT,OUT-022
TRX1001964,29/03/2024,SKU038,5,625000,125000,Cash,GT,OUT-014
TRX1001965,30/01/2024,SKU010,5,375000,75000,Cash,GT,OUT-014
TRX1001966,17/03/2024,SKU037,2,110000,55000,QRIS,GT,OUT-008
TRX1001967,17/01/2024,SKU022,2,110000,55000,Cash,MT,OUT-004
TRX1001968,27/01/2024,SKU003,3,225000,75000,QRIS,MT,OUT-003
TRX1001969,20/03/2024,SKU032,1,25000,25000,Cash,MT,OUT-011
TRX1001970,28/03/2024,SKU013,5,175000,35000,Debit,MT,OUT-025
TRX1001971,23/01/2024,SKU027,4,220000,55000,QRIS,GT,OUT-019
TRX1001972,04/01/2024,SKU002,2,250000,125000,QRIS,MT,OUT-002
TRX1001973,20/03/2024,SKU034,4,220000,55000,Debit,MT,OUT-013
TRX1001974,16/03/2024,SKU016,4,300000,75000,Cash,GT,OUT-005
TRX1001975,20/02/2024,SKU030,5,375000,75000,Cash,GT,OUT-006
TRX1001976,23/03/2024,SKU025,5,275000,55000,Credit Card,MT,OUT-010
TRX1001977,11/01/2024,SKU016,1,125000,125000,QRIS,MT,OUT-024
TRX1001978,02/01/2024,SKU032,1,25000,25000,Debit,MT,OUT-001
TRX1001979,12/01/2024,SKU018,4,220000,55000,QRIS,GT,OUT-014
TRX1001980,17/02/2024,SKU037,2,110000,55000,Cash,GT,OUT-022
TRX1001981,28/01/2024,SKU038,2,90000,45000,Cash,MT,OUT-020
TRX1001982,22/01/2024,SKU033,3,225000,75000,Cash,GT,OUT-006
TRX1001983,20/02/2024,SKU001,2,70000,35000,Credit Card,MT,OUT-003
TRX1001984,01/03/2024,SKU041,3,75000,25000,Cash,GT,OUT-016
TRX1001985,19/03/2024,SKU012,1,25000,25000,Debit,MT,OUT-007
TRX1001986,18/03/2024,SKU041,5,175000,35000,Debit,MT,OUT-006
TRX1001987,26/01/2024,SKU015,4,180000,45000,QRIS,GT,OUT-006
TRX1001988,28/01/2024,SKU015,2,110000,55000,Cash,MT,OUT-004
TRX1001989,01/02/2024,SKU031,4,220000,55000,Debit,MT,OUT-015
TRX1001990,13/02/2024,SKU021,2,110000,55000,QRIS,GT,OUT-017
TRX1001991,28/01/2024,SKU003,2,90000,45000,Cash,GT,OUT-007
TRX1001992,09/02/2024,SKU043,2,50000,25000,Debit,MT,OUT-019
TRX1001993,10/02/2024,SKU008,4,100000,25000,QRIS,GT,OUT-016
TRX1001994,23/02/2024,SKU034,1,35000,35000,Cash,GT,OUT-006
TRX1001995,12/01/2024,SKU003,3,375000,125000,QRIS,GT,OUT-002
TRX1001996,24/02/2024,SKU037,4,300000,75000,Debit,MT,OUT-022
TRX1001997,18/02/2024,SKU013,1,55000,55000,Cash,MT,OUT-015
TRX1001998,22/03/2024,SKU042,5,275000,55000,Cash,GT,OUT-006
TRX1001999,20/03/2024,SKU030,3,135000,45000,Credit Card,MT,OUT-007
TRX1002000,03/03/2024,SKU010,3,75000,25000,Credit Card,MT,OUT-006
TRX1002001,14/02/2024,SKU007,1,75000,75000,QRIS,GT,OUT-013
TRX1002002,28/01/2024,SKU004,1,125000,125000,QRIS,MT,OUT-007
TRX1002003,03/02/2024,SKU026,5,175000,35000,Credit Card,MT,OUT-025
TRX1002004,09/01/2024,SKU013,2,110000,55000,Debit,MT,OUT-015
TRX1002005,15/02/2024,SKU041,1,125000,125000,Debit,MT,OUT-004
TRX1002006,04/02/2024,SKU022,5,375000,75000,QRIS,GT,OUT-025
TRX1002007,12/01/2024,SKU039,5,375000,75000,Cash,GT,OUT-005
TRX1002008,01/03/2024,SKU017,5,125000,25000,QRIS,MT,OUT-024
TRX1002009,20/03/2024,SKU001,5,125000,25000,QRIS,GT,OUT-021
TRX1002010,28/02/2024,SKU033,4,220000,55000,QRIS,MT,OUT-010
TRX1002011,05/03/2024,SKU023,1,35000,35000,Cash,MT,OUT-004
TRX1002012,06/03/2024,SKU008,2,250000,125000,Cash,GT,OUT-013
TRX1002013,13/01/2024,SKU006,2,110000,55000,Debit,MT,OUT-011
TRX1002014,30/01/2024,SKU006,3,105000,35000,QRIS,MT,OUT-025
TRX1002015,20/02/2024,SKU038,4,180000,45000,QRIS,GT,OUT-011
TRX1002016,29/02/2024,SKU039,5,225000,45000,Cash,GT,OUT-022
TRX1002017,05/03/2024,SKU028,1,35000,35000,QRIS,MT,OUT-006
TRX1002018,25/03/2024,SKU044,2,70000,35000,Cash,GT,OUT-016
TRX1002019,14/01/2024,SKU016,5,175000,35000,Cash,MT,OUT-005
TRX1002020,13/01/2024,SKU018,3,165000,55000,Debit,MT,OUT-018
TRX1002021,03/02/2024,SKU036,4,140000,35000,QRIS,GT,OUT-022
TRX1002022,07/03/2024,SKU026,2,250000,125000,QRIS,GT,OUT-007
TRX1002023,25/03/2024,SKU009,2,70000,35000,QRIS,GT,OUT-014
TRX1002024,25/01/2024,SKU025,3,75000,25000,Cash,GT,OUT-025
TRX1002025,20/03/2024,SKU003,4,140000,35000,Debit,MT,OUT-012
TRX1002026,07/01/2024,SKU001,1,25000,25000,QRIS,MT,OUT-019
TRX1002027,18/02/2024,SKU007,3,105000,35000,Credit Card,MT,OUT-019
TRX1002028,01/01/2024,SKU016,5,275000,55000,QRIS,GT,OUT-002
TRX1002029,14/01/2024,SKU014,3,105000,35000,Credit Card,MT,OUT-025
TRX1002030,23/03/2024,SKU037,5,225000,45000,Cash,GT,OUT-024
TRX1002031,19/02/2024,SKU031,1,35000,35000,QRIS,GT,OUT-002
TRX1002032,08/01/2024,SKU001,2,90000,45000,QRIS,GT,OUT-011
TRX1002033,28/02/2024,SKU008,3,165000,55000,Cash,GT,OUT-021
TRX1002034,28/02/2024,SKU044,1,55000,55000,QRIS,GT,OUT-018
TRX1002035,15/03/2024,SKU035,3,165000,55000,Debit,MT,OUT-011
TRX1002036,18/03/2024,SKU011,1,125000,125000,QRIS,GT,OUT-016
TRX1002037,11/03/2024,SKU028,1,35000,35000,Debit,MT,OUT-015
TRX1002038,15/01/2024,SKU006,4,180000,45000,Cash,GT,OUT-014
TRX1002039,24/03/2024,SKU031,1,25000,25000,Debit,MT,OUT-014
TRX1002040,22/02/2024,SKU025,5,125000,25000,Cash,GT,OUT-025
TRX1002041,26/01/2024,SKU009,5,125000,25000,Cash,MT,OUT-005
TRX1002042,11/02/2024,SKU034,4,140000,35000,Cash,MT,OUT-012
TRX1002043,22/01/2024,SKU045,3,75000,25000,Cash,GT,OUT-014
TRX1002044,25/02/2024,SKU026,4,180000,45000,QRIS,GT,OUT-017
TRX1002045,12/01/2024,SKU028,4,500000,125000,QRIS,GT,OUT-016
TRX1002046,03/03/2024,SKU035,2,110000,55000,QRIS,MT,OUT-013
TRX1002047,19/01/2024,SKU016,3,375000,125000,Cash,GT,OUT-008
TRX1002048,25/02/2024,SKU025,3,375000,125000,Cash,GT,OUT-017
TRX1002049,27/03/2024,SKU008,2,90000,45000,QRIS,MT,OUT-015
TRX1002050,29/02/2024,SKU005,4,180000,45000,QRIS,MT,OUT-009
TRX1002051,06/02/2024,SKU044,5,225000,45000,Cash,MT,OUT-001
TRX1002052,21/02/2024,SKU012,1,35000,35000,QRIS,MT,OUT-001
TRX1002053,20/01/2024,SKU028,5,625000,125000,Cash,GT,OUT-013
TRX1002054,18/01/2024,SKU024,1,75000,75000,QRIS,MT,OUT-012
TRX1002055,07/02/2024,SKU007,3,165000,55000,QRIS,GT,OUT-017
TRX1002056,01/03/2024,SKU041,2,90000,45000,QRIS,GT,OUT-020
TRX1002057,14/03/2024,SKU032,1,125000,125000,Debit,MT,OUT-020
TRX1002058,20/03/2024,SKU007,2,110000,55000,QRIS,GT,OUT-022
TRX1002059,13/03/2024,SKU034,1,75000,75000,Debit,MT,OUT-013
TRX1002060,25/03/2024,SKU010,3,225000,75000,Cash,MT,OUT-018
TRX1002061,29/02/2024,SKU044,1,45000,45000,Cash,MT,OUT-016
TRX1002062,04/01/2024,SKU042,3,135000,45000,Credit Card,MT,OUT-011
TRX1002063,16/03/2024,SKU008,2,50000,25000,QRIS,MT,OUT-024
TRX1002064,31/01/2024,SKU008,3,135000,45000,Debit,MT,OUT-015
TRX1002065,16/02/2024,SKU015,3,225000,75000,Cash,GT,OUT-005
TRX1002066,23/03/2024,SKU029,4,100000,25000,Cash,GT,OUT-009
TRX1002067,08/03/2024,SKU025,4,180000,45000,Cash,GT,OUT-015
TRX1002068,06/01/2024,SKU042,1,45000,45000,Cash,GT,OUT-023
TRX1002069,23/02/2024,SKU042,1,25000,25000,QRIS,GT,OUT-005
TRX1002070,29/03/2024,SKU011,4,100000,25000,Cash,MT,OUT-003
TRX1002071,21/03/2024,SKU003,4,100000,25000,QRIS,GT,OUT-018
TRX1002072,02/01/2024,SKU020,3,165000,55000,Credit Card,MT,OUT-008
TRX1002073,25/02/2024,SKU031,1,25000,25000,Debit,MT,OUT-005
TRX1002074,24/03/2024,SKU041,1,55000,55000,QRIS,GT,OUT-016
TRX1002075,14/02/2024,SKU027,1,35000,35000,Credit Card,MT,OUT-013
TRX1002076,08/03/2024,SKU006,4,500000,125000,Cash,MT,OUT-011
TRX1002077,14/01/2024,SKU017,4,180000,45000,Cash,MT,OUT-008
TRX1002078,05/02/2024,SKU023,5,375000,75000,Cash,GT,OUT-024
TRX1002079,05/02/2024,SKU026,3,75000,25000,Cash,GT,OUT-004
TRX1002080,22/01/2024,SKU008,2,110000,55000,Debit,MT,OUT-018
TRX1002081,25/02/2024,SKU023,3,135000,45000,Cash,GT,OUT-015
TRX1002082,18/03/2024,SKU043,5,375000,75000,Debit,MT,OUT-006
TRX1002083,10/03/2024,SKU039,1,45000,45000,Cash,MT,OUT-024
TRX1002084,22/03/2024,SKU008,3,165000,55000,Credit Card,MT,OUT-014
TRX1002085,27/03/2024,SKU011,3,75000,25000,QRIS,GT,OUT-013
TRX1002086,26/03/2024,SKU030,2,70000,35000,Cash,GT,OUT-011
TRX1002087,20/02/2024,SKU002,4,140000,35000,Debit,MT,OUT-019
TRX1002088,30/01/2024,SKU028,5,125000,25000,Debit,MT,OUT-011
TRX1002089,24/02/2024,SKU023,3,105000,35000,QRIS,MT,OUT-018
TRX1002090,14/01/2024,SKU044,4,500000,125000,Debit,MT,OUT-004
TRX1002091,07/02/2024,SKU002,3,105000,35000,Credit Card,MT,OUT-006
TRX1002092,30/01/2024,SKU009,3,105000,35000,QRIS,GT,OUT-021
TRX1002093,01/01/2024,SKU041,1,125000,125000,Credit Card,MT,OUT-017
TRX1002094,24/02/2024,SKU034,4,180000,45000,QRIS,GT,OUT-014
TRX1002095,01/03/2024,SKU014,3,165000,55000,QRIS,MT,OUT-002
TRX1002096,30/03/2024,SKU029,1,125000,125000,Credit Card,MT,OUT-025
TRX1002097,13/01/2024,SKU036,2,150000,75000,QRIS,MT,OUT-015
TRX1002098,11/02/2024,SKU031,5,225000,45000,Cash,MT,OUT-025
TRX1002099,29/03/2024,SKU015,2,250000,125000,QRIS,MT,OUT-007
TRX1002100,28/01/2024,SKU030,2,250000,125000,Credit Card,MT,OUT-022
TRX1002101,05/03/2024,SKU020,5,125000,25000,QRIS,MT,OUT-017
TRX1002102,21/02/2024,SKU035,5,175000,35000,Credit Card,MT,OUT-012
TRX1002103,05/02/2024,SKU018,4,140000,35000,QRIS,GT,OUT-021
TRX1002104,03/01/2024,SKU026,3,135000,45000,QRIS,MT,OUT-012
TRX1002105,29/03/2024,SKU021,3,225000,75000,Credit Card,MT,OUT-017
TRX1002106,10/02/2024,SKU002,1,45000,45000,Cash,MT,OUT-002
TRX1002107,29/02/2024,SKU021,3,135000,45000,Debit,MT,OUT-015
TRX1002108,26/01/2024,SKU015,2,90000,45000,Credit Card,MT,OUT-007
TRX1002109,05/01/2024,SKU001,3,135000,45000,QRIS,GT,OUT-024
TRX1002110,26/01/2024,SKU004,1,125000,125000,Debit,MT,OUT-024
TRX1002111,23/01/2024,SKU024,1,35000,35000,Debit,MT,OUT-014
TRX1002112,06/01/2024,SKU044,3,105000,35000,QRIS,GT,OUT-003
TRX1002113,01/03/2024,SKU042,4,220000,55000,Cash,GT,OUT-008
TRX1002114,23/01/2024,SKU041,2,250000,125000,Credit Card,MT,OUT-024
TRX1002115,05/01/2024,SKU016,5,125000,25000,Debit,MT,OUT-014
TRX1002116,26/01/2024,SKU009,3,135000,45000,Cash,GT,OUT-021
TRX1002117,24/03/2024,SKU043,4,500000,125000,Debit,MT,OUT-017
TRX1002118,01/01/2024,SKU009,1,55000,55000,Credit Card,MT,OUT-001
TRX1002119,29/01/2024,SKU038,2,50000,25000,QRIS,MT,OUT-016
TRX1002120,08/02/2024,SKU017,3,165000,55000,Debit,MT,OUT-011
TRX1002121,15/01/2024,SKU041,4,220000,55000,QRIS,GT,OUT-009
TRX1002122,06/03/2024,SKU002,3,375000,125000,Cash,GT,OUT-015
TRX1002123,08/01/2024,SKU015,2,70000,35000,QRIS,MT,OUT-008
TRX1002124,18/01/2024,SKU014,4,180000,45000,QRIS,MT,OUT-021
TRX1002125,14/02/2024,SKU023,1,75000,75000,Cash,MT,OUT-011
TRX1002126,20/01/2024,SKU009,4,100000,25000,Cash,GT,OUT-023
TRX1002127,03/01/2024,SKU041,5,275000,55000,Cash,GT,OUT-019
TRX1002128,20/01/2024,SKU006,5,625000,125000,Cash,GT,OUT-015
TRX1002129,17/01/2024,SKU029,5,625000,125000,Credit Card,MT,OUT-024
TRX1002130,17/03/2024,SKU043,1,125000,125000,QRIS,GT,OUT-023
TRX1002131,28/03/2024,SKU033,1,125000,125000,Cash,GT,OUT-001
TRX1002132,14/03/2024,SKU039,1,55000,55000,QRIS,GT,OUT-002
TRX1002133,09/01/2024,SKU028,3,375000,125000,Cash,GT,OUT-017
TRX1002134,07/01/2024,SKU018,2,70000,35000,Credit Card,MT,OUT-020
TRX1002135,28/01/2024,SKU015,5,225000,45000,Cash,GT,OUT-020
TRX1002136,12/01/2024,SKU011,3,105000,35000,QRIS,GT,OUT-002
TRX1002137,09/03/2024,SKU039,2,70000,35000,QRIS,GT,OUT-018
TRX1002138,17/01/2024,SKU027,1,125000,125000,Cash,MT,OUT-008
TRX1002139,26/02/2024,SKU001,2,90000,45000,QRIS,GT,OUT-025
TRX1002140,25/02/2024,SKU005,1,35000,35000,Credit Card,MT,OUT-020
TRX1002141,14/03/2024,SKU045,1,25000,25000,Cash,GT,OUT-010
TRX1002142,04/02/2024,SKU004,4,500000,125000,QRIS,MT,OUT-005
TRX1002143,24/02/2024,SKU029,3,165000,55000,QRIS,GT,OUT-008
TRX1002144,25/02/2024,SKU027,4,180000,45000,QRIS,GT,OUT-021
TRX1002145,28/02/2024,SKU030,4,500000,125000,Credit Card,MT,OUT-015
TRX1002146,10/01/2024,SKU006,4,220000,55000,Debit,MT,OUT-025
TRX1002147,04/03/2024,SKU021,4,220000,55000,Cash,GT,OUT-007
TRX1002148,19/01/2024,SKU013,2,250000,125000,QRIS,MT,OUT-016
TRX1002149,31/01/2024,SKU029,1,75000,75000,QRIS,GT,OUT-002
TRX1002150,20/03/2024,SKU043,5,125000,25000,Cash,GT,OUT-025
TRX1002151,13/02/2024,SKU037,5,275000,55000,Cash,GT,OUT-006
TRX1002152,13/03/2024,SKU032,5,175000,35000,QRIS,MT,OUT-017
TRX1002153,13/01/2024,SKU030,2,250000,125000,Debit,MT,OUT-017
TRX1002154,02/02/2024,SKU005,1,55000,55000,Debit,MT,OUT-003
TRX1002155,12/02/2024,SKU034,4,300000,75000,Credit Card,MT,OUT-018
TRX1002156,14/02/2024,SKU010,1,25000,25000,Cash,GT,OUT-022
TRX1002157,21/03/2024,SKU020,3,225000,75000,Cash,GT,OUT-022
TRX1002158,01/01/2024,SKU022,2,90000,45000,QRIS,MT,OUT-008
TRX1002159,27/03/2024,SKU007,4,180000,45000,Cash,GT,OUT-025
TRX1002160,28/01/2024,SKU032,2,70000,35000,Credit Card,MT,OUT-023
TRX1002161,24/03/2024,SKU014,3,105000,35000,Debit,MT,OUT-006
TRX1002162,05/02/2024,SKU018,5,275000,55000,Cash,GT,OUT-010
TRX1002163,11/01/2024,SKU030,4,100000,25000,Credit Card,MT,OUT-006
TRX1002164,01/03/2024,SKU015,5,125000,25000,QRIS,GT,OUT-013
TRX1002165,16/02/2024,SKU010,4,180000,45000,Debit,MT,OUT-021
TRX1002166,08/02/2024,SKU024,5,175000,35000,QRIS,MT,OUT-002
TRX1002167,23/03/2024,SKU023,3,75000,25000,QRIS,MT,OUT-010
TRX1002168,10/01/2024,SKU020,2,50000,25000,QRIS,GT,OUT-013
TRX1002169,24/03/2024,SKU017,2,250000,125000,QRIS,GT,OUT-005
TRX1002170,26/02/2024,SKU042,4,140000,35000,Cash,GT,OUT-021
TRX1002171,02/01/2024,SKU017,3,165000,55000,Credit Card,MT,OUT-018
TRX1002172,16/03/2024,SKU033,1,45000,45000,QRIS,GT,OUT-004
TRX1002173,18/02/2024,SKU019,5,175000,35000,Cash,GT,OUT-015
TRX1002174,12/01/2024,SKU022,4,220000,55000,Cash,MT,OUT-005
TRX1002175,02/02/2024,SKU018,1,45000,45000,Cash,MT,OUT-011
TRX1002176,09/01/2024,SKU015,2,90000,45000,Cash,MT,OUT-021
TRX1002177,21/01/2024,SKU004,5,375000,75000,Credit Card,MT,OUT-007
TRX1002178,11/01/2024,SKU027,1,55000,55000,Cash,MT,OUT-008
TRX1002179,14/03/2024,SKU045,1,25000,25000,Credit Card,MT,OUT-006
TRX1002180,16/03/2024,SKU003,2,250000,125000,QRIS,MT,OUT-023
TRX1002181,25/02/2024,SKU035,3,225000,75000,Cash,MT,OUT-011
TRX1002182,11/01/2024,SKU034,2,250000,125000,Debit,MT,OUT-019
TRX1002183,08/02/2024,SKU013,1,35000,35000,QRIS,MT,OUT-011
TRX1002184,15/01/2024,SKU017,1,75000,75000,QRIS,GT,OUT-001
TRX1002185,10/03/2024,SKU045,3,225000,75000,Cash,MT,OUT-010
TRX1002186,27/03/2024,SKU043,4,140000,35000,Credit Card,MT,OUT-017
TRX1002187,05/02/2024,SKU036,2,70000,35000,Credit Card,MT,OUT-025
TRX1002188,01/03/2024,SKU008,4,500000,125000,Cash,GT,OUT-020
TRX1002189,31/01/2024,SKU011,4,500000,125000,QRIS,GT,OUT-020
TRX1002190,17/03/2024,SKU038,3,135000,45000,Cash,GT,OUT-017
TRX1002191,31/03/2024,SKU028,2,90000,45000,Debit,MT,OUT-005
TRX1002192,15/02/2024,SKU003,1,75000,75000,QRIS,GT,OUT-010
TRX1002193,05/02/2024,SKU018,1,25000,25000,Cash,GT,OUT-020
TRX1002194,30/01/2024,SKU040,4,100000,25000,QRIS,GT,OUT-008
TRX1002195,11/03/2024,SKU042,3,135000,45000,Cash,GT,OUT-023
TRX1002196,23/01/2024,SKU034,4,180000,45000,Cash,GT,OUT-013
TRX1002197,28/01/2024,SKU032,5,125000,25000,QRIS,GT,OUT-004
TRX1002198,17/01/2024,SKU010,1,25000,25000,Debit,MT,OUT-012
TRX1002199,27/02/2024,SKU017,4,180000,45000,Cash,MT,OUT-009
TRX1002200,19/01/2024,SKU025,1,35000,35000,Cash,MT,OUT-015
TRX1002201,27/01/2024,SKU021,4,500000,125000,Cash,MT,OUT-018
TRX1002202,24/02/2024,SKU025,4,180000,45000,QRIS,GT,OUT-003
TRX1002203,29/01/2024,SKU033,3,135000,45000,QRIS,MT,OUT-007
TRX1002204,26/01/2024,SKU024,1,125000,125000,Credit Card,MT,OUT-018
TRX1002205,10/02/2024,SKU024,2,110000,55000,Debit,MT,OUT-021
TRX1002206,25/02/2024,SKU039,1,25000,25000,QRIS,MT,OUT-024
TRX1002207,16/03/2024,SKU043,3,165000,55000,Cash,MT,OUT-012
TRX1002208,26/01/2024,SKU021,3,375000,125000,Cash,GT,OUT-006
TRX1002209,19/02/2024,SKU002,4,300000,75000,Cash,GT,OUT-025
TRX1002210,10/02/2024,SKU032,5,225000,45000,QRIS,GT,OUT-020
TRX1002211,20/01/2024,SKU001,5,125000,25000,Debit,MT,OUT-001
TRX1002212,22/02/2024,SKU008,2,250000,125000,QRIS,GT,OUT-024
TRX1002213,21/02/2024,SKU036,1,25000,25000,Cash,MT,OUT-010
TRX1002214,19/01/2024,SKU017,5,175000,35000,Credit Card,MT,OUT-007
