snapshotDate;warehouse;sku_code;endingStock
30/01/2024;WH-SBY;SKU029;200
30/01/2024;WH-SMG;SKU030;50
30/01/2024;WH-JKT;SKU031;200
30/01/2024;WH-SMG;SKU032;500
30/01/2024;WH-SBY;SKU033;350
30/01/2024;WH-JKT;SKU034;500
30/01/2024;WH-SBY;SKU035;500
30/01/2024;WH-SBY;SKU036;200
30/01/2024;WH-SBY;SKU037;50
30/01/2024;WH-SBY;SKU038;80
30/01/2024;WH-JKT;SKU039;200
30/01/2024;WH-SBY;SKU040;50
30/01/2024;WH-SMG;SKU041;500
30/01/2024;WH-SBY;SKU042;350
30/01/2024;WH-JKT;SKU043;120
30/01/2024;WH-SBY;SKU044;80
30/01/2024;WH-SMG;SKU045;50
31/01/2024;WH-SMG;SKU001;350
31/01/2024;WH-JKT;SKU002;80
31/01/2024;WH-SBY;SKU003;500
31/01/2024;WH-SBY;SKU007;200
31/01/2024;WH-JKT;SKU008;80
31/01/2024;WH-SBY;SKU009;120
31/01/2024;WH-SMG;SKU004;350
31/01/2024;WH-JKT;SKU005;50
31/01/2024;WH-JKT;SKU006;200
31/01/2024;WH-SMG;SKU010;200
31/01/2024;WH-JKT;SKU011;120
31/01/2024;WH-JKT;SKU012;200
31/01/2024;WH-SMG;SKU013;120
31/01/2024;WH-SBY;SKU014;500
31/01/2024;WH-SBY;SKU015;350
31/01/2024;WH-SBY;SKU016;200
31/01/2024;WH-SBY;SKU017;350
31/01/2024;WH-SBY;SKU018;50
31/01/2024;WH-SBY;SKU019;200
31/01/2024;WH-SMG;SKU020;500
31/01/2024;WH-SMG;SKU021;200
31/01/2024;WH-SMG;SKU022;80
31/01/2024;WH-JKT;SKU023;500
31/01/2024;WH-SMG;SKU024;350
31/01/2024;WH-JKT;SKU025;200
31/01/2024;WH-JKT;SKU026;120
31/01/2024;WH-JKT;SKU027;200
31/01/2024;WH-SBY;SKU028;200
31/01/2024;WH-SBY;SKU029;350
31/01/2024;WH-JKT;SKU030;50
31/01/2024;WH-SBY;SKU031;50
31/01/2024;WH-JKT;SKU032;50
31/01/2024;WH-SBY;SKU033;200
31/01/2024;WH-SBY;SKU034;80
31/01/2024;WH-JKT;SKU035;500
31/01/2024;WH-SBY;SKU036;50
31/01/2024;WH-SMG;SKU037;500
31/01/2024;WH-SBY;SKU038;200
31/01/2024;WH-JKT;SKU039;500
31/01/2024;WH-SBY;SKU040;50
31/01/2024;WH-SMG;SKU041;350
31/01/2024;WH-JKT;SKU042;80
31/01/2024;WH-JKT;SKU043;
31/01/2024;WH-SBY;SKU044;500
31/01/2024;WH-SBY;SKU045;80
01/02/2024;WH-JKT;SKU001;200
01/02/2024;WH-SMG;SKU002;500
01/02/2024;WH-SMG;SKU003;120
01/02/2024;WH-SBY;SKU007;
01/02/2024;WH-SBY;SKU008;500
01/02/2024;WH-SBY;SKU009;120
01/02/2024;WH-JKT;SKU004;120
01/02/2024;WH-JKT;SKU005;120
01/02/2024;WH-SBY;SKU006;80
01/02/2024;WH-SBY;SKU010;350
01/02/2024;WH-SMG;SKU011;500
01/02/2024;WH-SBY;SKU012;350
01/02/2024;WH-SBY;SKU013;500
01/02/2024;WH-SBY;SKU014;120
01/02/2024;WH-JKT;SKU015;80
01/02/2024;WH-SMG;SKU016;200
01/02/2024;WH-SMG;SKU017;350
01/02/2024;WH-SBY;SKU018;50
01/02/2024;WH-JKT;SKU019;120
01/02/2024;WH-SBY;SKU020;200
01/02/2024;WH-SMG;SKU021;120
01/02/2024;WH-SMG;SKU022;120
01/02/2024;WH-SMG;SKU023;
01/02/2024;WH-SBY;SKU024;200
01/02/2024;WH-SBY;SKU025;
01/02/2024;WH-JKT;SKU026;200
01/02/2024;WH-SMG;SKU027;50
01/02/2024;WH-SMG;SKU028;500
01/02/2024;WH-SBY;SKU029;50
01/02/2024;WH-SBY;SKU030;50
01/02/2024;WH-JKT;SKU031;
01/02/2024;WH-SBY;SKU032;120
01/02/2024;WH-SMG;SKU033;500
01/02/2024;WH-SMG;SKU034;50
01/02/2024;WH-SMG;SKU035;120
01/02/2024;WH-JKT;SKU036;80
01/02/2024;WH-JKT;SKU037;120
01/02/2024;WH-SBY;SKU038;120
01/02/2024;WH-SBY;SKU039;500
01/02/2024;WH-JKT;SKU040;120
01/02/2024;WH-SMG;SKU041;80
01/02/2024;WH-JKT;SKU042;120
01/02/2024;WH-SMG;SKU043;80
01/02/2024;WH-JKT;SKU044;120
01/02/2024;WH-SMG;SKU045;200
02/02/2024;WH-JKT;SKU001;350
02/02/2024;WH-JKT;SKU002;500
02/02/2024;WH-SBY;SKU003;120
02/02/2024;WH-SBY;SKU007;500
02/02/2024;WH-JKT;SKU008;350
02/02/2024;WH-SBY;SKU009;350
02/02/2024;WH-SMG;SKU004;
02/02/2024;WH-SMG;SKU005;120
02/02/2024;WH-SBY;SKU006;350
02/02/2024;WH-SBY;SKU010;200
02/02/2024;WH-JKT;SKU011;50
02/02/2024;WH-SBY;SKU012;120
02/02/2024;WH-SMG;SKU013;200
02/02/2024;WH-SBY;SKU014;120
02/02/2024;WH-SBY;SKU015;500
02/02/2024;WH-SMG;SKU016;80
02/02/2024;WH-JKT;SKU017;
02/02/2024;WH-SBY;SKU018;50
02/02/2024;WH-SBY;SKU019;500
02/02/2024;WH-JKT;SKU020;80
02/02/2024;WH-JKT;SKU021;50
02/02/2024;WH-JKT;SKU022;200
02/02/2024;WH-JKT;SKU023;350
02/02/2024;WH-SBY;SKU024;80
02/02/2024;WH-SMG;SKU025;200
02/02/2024;WH-JKT;SKU026;350
02/02/2024;WH-SMG;SKU027;50
02/02/2024;WH-JKT;SKU028;50
02/02/2024;WH-JKT;SKU029;350
02/02/2024;WH-SBY;SKU030;500
02/02/2024;WH-JKT;SKU031;50
02/02/2024;WH-SMG;SKU032;350
02/02/2024;WH-SMG;SKU033;120
02/02/2024;WH-JKT;SKU034;200
02/02/2024;WH-SBY;SKU035;80
02/02/2024;WH-JKT;SKU036;500
02/02/2024;WH-JKT;SKU037;200
02/02/2024;WH-SMG;SKU038;200
02/02/2024;WH-SMG;SKU039;80
02/02/2024;WH-JKT;SKU040;200
02/02/2024;WH-JKT;SKU041;350
02/02/2024;WH-SMG;SKU042;500
02/02/2024;WH-SMG;SKU043;120
02/02/2024;WH-SBY;SKU044;80
02/02/2024;WH-JKT;SKU045;500
03/02/2024;WH-SBY;SKU001;80
03/02/2024;WH-SBY;SKU002;80
03/02/2024;WH-SBY;SKU003;50
03/02/2024;WH-SBY;SKU007;350
03/02/2024;WH-JKT;SKU008;80
03/02/2024;WH-SBY;SKU009;
03/02/2024;WH-SMG;SKU004;120
03/02/2024;WH-JKT;SKU005;500
03/02/2024;WH-SBY;SKU006;80
03/02/2024;WH-SBY;SKU010;80
03/02/2024;WH-SMG;SKU011;500
03/02/2024;WH-SMG;SKU012;200
03/02/2024;WH-SMG;SKU013;350
03/02/2024;WH-SBY;SKU014;50
03/02/2024;WH-JKT;SKU015;
03/02/2024;WH-JKT;SKU016;50
03/02/2024;WH-SMG;SKU017;200
03/02/2024;WH-SMG;SKU018;350
03/02/2024;WH-SBY;SKU019;200
03/02/2024;WH-SMG;SKU020;80
03/02/2024;WH-SBY;SKU021;350
03/02/2024;WH-SMG;SKU022;50
03/02/2024;WH-SMG;SKU023;500
03/02/2024;WH-SMG;SKU024;500
03/02/2024;WH-SMG;SKU025;350
03/02/2024;WH-JKT;SKU026;500
03/02/2024;WH-JKT;SKU027;
03/02/2024;WH-JKT;SKU028;200
03/02/2024;WH-JKT;SKU029;80
03/02/2024;WH-SMG;SKU030;200
03/02/2024;WH-SMG;SKU031;50
03/02/2024;WH-SMG;SKU032;350
03/02/2024;WH-SMG;SKU033;
03/02/2024;WH-JKT;SKU034;50
03/02/2024;WH-SBY;SKU035;120
03/02/2024;WH-SBY;SKU036;50
03/02/2024;WH-SMG;SKU037;120
03/02/2024;WH-JKT;SKU038;120
03/02/2024;WH-JKT;SKU039;350
03/02/2024;WH-JKT;SKU040;80
03/02/2024;WH-SBY;SKU041;500
03/02/2024;WH-SBY;SKU042;80
03/02/2024;WH-SBY;SKU043;50
03/02/2024;WH-SBY;SKU044;80
03/02/2024;WH-JKT;SKU045;50
04/02/2024;WH-JKT;SKU001;350
04/02/2024;WH-SBY;SKU002;350
04/02/2024;WH-JKT;SKU003;350
04/02/2024;WH-JKT;SKU007;50
04/02/2024;WH-SBY;SKU008;50
04/02/2024;WH-SMG;SKU009;120
04/02/2024;WH-SMG;SKU004;500
04/02/2024;WH-SMG;SKU005;350
04/02/2024;WH-SMG;SKU006;200
04/02/2024;WH-SBY;SKU010;
04/02/2024;WH-JKT;SKU011;200
04/02/2024;WH-JKT;SKU012;200
04/02/2024;WH-JKT;SKU013;500
04/02/2024;WH-SMG;SKU014;
04/02/2024;WH-SMG;SKU015;200
04/02/2024;WH-SBY;SKU016;200
04/02/2024;WH-SBY;SKU017;80
04/02/2024;WH-SBY;SKU018;50
04/02/2024;WH-JKT;SKU019;120
04/02/2024;WH-SBY;SKU020;500
04/02/2024;WH-SBY;SKU021;200
04/02/2024;WH-JKT;SKU022;50
04/02/2024;WH-JKT;SKU023;200
04/02/2024;WH-SMG;SKU024;50
04/02/2024;WH-SBY;SKU025;500
04/02/2024;WH-JKT;SKU026;350
04/02/2024;WH-JKT;SKU027;50
04/02/2024;WH-SMG;SKU028;350
04/02/2024;WH-SMG;SKU029;
04/02/2024;WH-JKT;SKU030;350
04/02/2024;WH-SBY;SKU031;500
04/02/2024;WH-SMG;SKU032;50
04/02/2024;WH-JKT;SKU033;80
04/02/2024;WH-JKT;SKU034;500
04/02/2024;WH-JKT;SKU035;50
04/02/2024;WH-SMG;SKU036;200
04/02/2024;WH-SMG;SKU037;120
04/02/2024;WH-SMG;SKU038;120
04/02/2024;WH-SMG;SKU039;200
04/02/2024;WH-JKT;SKU040;120
04/02/2024;WH-SMG;SKU041;500
04/02/2024;WH-SMG;SKU042;120
04/02/2024;WH-SBY;SKU043;500
04/02/2024;WH-SBY;SKU044;50
04/02/2024;WH-JKT;SKU045;50
05/02/2024;WH-SMG;SKU001;200
05/02/2024;WH-SMG;SKU002;500
05/02/2024;WH-JKT;SKU003;500
05/02/2024;WH-SMG;SKU007;80
05/02/2024;WH-JKT;SKU008;500
05/02/2024;WH-JKT;SKU009;200
05/02/2024;WH-SMG;SKU004;50
05/02/2024;WH-SBY;SKU005;80
05/02/2024;WH-SMG;SKU006;500
05/02/2024;WH-SBY;SKU010;80
05/02/2024;WH-SBY;SKU011;80
05/02/2024;WH-SMG;SKU012;120
05/02/2024;WH-JKT;SKU013;120
05/02/2024;WH-SBY;SKU014;200
05/02/2024;WH-JKT;SKU015;50
05/02/2024;WH-SMG;SKU016;120
05/02/2024;WH-JKT;SKU017;80
05/02/2024;WH-JKT;SKU018;350
05/02/2024;WH-SBY;SKU019;50
05/02/2024;WH-SMG;SKU020;200
05/02/2024;WH-SMG;SKU021;120
05/02/2024;WH-SMG;SKU022;80
05/02/2024;WH-SBY;SKU023;200
05/02/2024;WH-JKT;SKU024;120
05/02/2024;WH-SBY;SKU025;50
05/02/2024;WH-SMG;SKU026;50
05/02/2024;WH-SBY;SKU027;200
05/02/2024;WH-JKT;SKU028;500
05/02/2024;WH-JKT;SKU029;80
05/02/2024;WH-SBY;SKU030;120
05/02/2024;WH-SBY;SKU031;200
05/02/2024;WH-SMG;SKU032;120
05/02/2024;WH-SBY;SKU033;80
05/02/2024;WH-SBY;SKU034;50
05/02/2024;WH-JKT;SKU035;50
05/02/2024;WH-SBY;SKU036;200
05/02/2024;WH-SMG;SKU037;200
05/02/2024;WH-SMG;SKU038;
05/02/2024;WH-SMG;SKU039;200
05/02/2024;WH-SMG;SKU040;120
05/02/2024;WH-SMG;SKU041;200
05/02/2024;WH-JKT;SKU042;350
05/02/2024;WH-SMG;SKU043;120
05/02/2024;WH-SBY;SKU044;200
05/02/2024;WH-JKT;SKU045;50
06/02/2024;WH-JKT;SKU001;350
06/02/2024;WH-SBY;SKU002;80
06/02/2024;WH-SBY;SKU003;120
06/02/2024;WH-JKT;SKU007;200
06/02/2024;WH-SBY;SKU008;500
06/02/2024;WH-SMG;SKU009;500
06/02/2024;WH-SMG;SKU004;120
06/02/2024;WH-SMG;SKU005;350
06/02/2024;WH-SBY;SKU006;350
06/02/2024;WH-SBY;SKU010;80
06/02/2024;WH-SMG;SKU011;50
06/02/2024;WH-JKT;SKU012;200
06/02/2024;WH-JKT;SKU013;80
06/02/2024;WH-SBY;SKU014;50
06/02/2024;WH-SBY;SKU015;80
06/02/2024;WH-JKT;SKU016;80
06/02/2024;WH-SMG;SKU017;200
06/02/2024;WH-JKT;SKU018;200
06/02/2024;WH-JKT;SKU019;200
06/02/2024;WH-SMG;SKU020;350
06/02/2024;WH-JKT;SKU021;120
06/02/2024;WH-JKT;SKU022;500
06/02/2024;WH-SMG;SKU023;50
06/02/2024;WH-SBY;SKU024;500
06/02/2024;WH-JKT;SKU025;200
06/02/2024;WH-SMG;SKU026;50
06/02/2024;WH-SBY;SKU027;500
06/02/2024;WH-SMG;SKU028;50
06/02/2024;WH-JKT;SKU029;350
06/02/2024;WH-SBY;SKU030;350
06/02/2024;WH-SBY;SKU031;350
06/02/2024;WH-JKT;SKU032;50
06/02/2024;WH-SBY;SKU033;200
06/02/2024;WH-SBY;SKU034;50
06/02/2024;WH-SBY;SKU035;120
06/02/2024;WH-SBY;SKU036;120
06/02/2024;WH-SMG;SKU037;50
06/02/2024;WH-SBY;SKU038;120
06/02/2024;WH-SMG;SKU039;200
06/02/2024;WH-SBY;SKU040;80
06/02/2024;WH-JKT;SKU041;350
06/02/2024;WH-SMG;SKU042;200
06/02/2024;WH-SMG;SKU043;50
06/02/2024;WH-SMG;SKU044;200
06/02/2024;WH-JKT;SKU045;350
07/02/2024;WH-JKT;SKU001;80
07/02/2024;WH-SMG;SKU002;120
07/02/2024;WH-JKT;SKU003;500
07/02/2024;WH-JKT;SKU007;350
07/02/2024;WH-SMG;SKU008;80
07/02/2024;WH-SBY;SKU009;50
07/02/2024;WH-SBY;SKU004;120
07/02/2024;WH-JKT;SKU005;500
07/02/2024;WH-SBY;SKU006;120
07/02/2024;WH-SMG;SKU010;50
07/02/2024;WH-SBY;SKU011;50
07/02/2024;WH-SBY;SKU012;80
07/02/2024;WH-JKT;SKU013;200
07/02/2024;WH-SBY;SKU014;120
07/02/2024;WH-SMG;SKU015;80
07/02/2024;WH-JKT;SKU016;50
07/02/2024;WH-SBY;SKU017;350
07/02/2024;WH-JKT;SKU018;50
07/02/2024;WH-SBY;SKU019;500
07/02/2024;WH-JKT;SKU020;200
07/02/2024;WH-SBY;SKU021;50
07/02/2024;WH-SBY;SKU022;80
07/02/2024;WH-JKT;SKU023;80
07/02/2024;WH-SMG;SKU024;80
07/02/2024;WH-SBY;SKU025;80
07/02/2024;WH-JKT;SKU026;50
07/02/2024;WH-SMG;SKU027;500
07/02/2024;WH-SBY;SKU028;80
07/02/2024;WH-SBY;SKU029;200
07/02/2024;WH-JKT;SKU030;200
07/02/2024;WH-JKT;SKU031;350
07/02/2024;WH-SBY;SKU032;120
07/02/2024;WH-SBY;SKU033;120
07/02/2024;WH-JKT;SKU034;500
07/02/2024;WH-JKT;SKU035;200
07/02/2024;WH-SBY;SKU036;80
07/02/2024;WH-SMG;SKU037;120
07/02/2024;WH-SMG;SKU038;200
07/02/2024;WH-SMG;SKU039;500
07/02/2024;WH-SMG;SKU040;200
07/02/2024;WH-SBY;SKU041;350
07/02/2024;WH-SMG;SKU042;80
07/02/2024;WH-JKT;SKU043;50
07/02/2024;WH-SMG;SKU044;80
07/02/2024;WH-JKT;SKU045;50
08/02/2024;WH-JKT;SKU001;80
08/02/2024;WH-SMG;SKU002;50
08/02/2024;WH-JKT;SKU003;50
08/02/2024;WH-JKT;SKU007;50
08/02/2024;WH-SMG;SKU008;80
08/02/2024;WH-JKT;SKU009;200
08/02/2024;WH-SMG;SKU004;80
08/02/2024;WH-SMG;SKU005;350
08/02/2024;WH-SBY;SKU006;200
08/02/2024;WH-JKT;SKU010;200
08/02/2024;WH-SMG;SKU011;
08/02/2024;WH-SMG;SKU012;120
08/02/2024;WH-SBY;SKU013;80
08/02/2024;WH-SBY;SKU014;50
08/02/2024;WH-SMG;SKU015;50
08/02/2024;WH-JKT;SKU016;
08/02/2024;WH-SMG;SKU017;120
08/02/2024;WH-JKT;SKU018;50
08/02/2024;WH-JKT;SKU019;200
08/02/2024;WH-SMG;SKU020;120
08/02/2024;WH-SMG;SKU021;200
08/02/2024;WH-JKT;SKU022;120
08/02/2024;WH-SMG;SKU023;50
08/02/2024;WH-SMG;SKU024;80
08/02/2024;WH-SBY;SKU025;500
08/02/2024;WH-JKT;SKU026;200
08/02/2024;WH-SMG;SKU027;80
08/02/2024;WH-SBY;SKU028;200
08/02/2024;WH-JKT;SKU029;80
08/02/2024;WH-SMG;SKU030;120
08/02/2024;WH-SMG;SKU031;50
08/02/2024;WH-SBY;SKU032;50
08/02/2024;WH-SMG;SKU033;80
08/02/2024;WH-SMG;SKU034;50
08/02/2024;WH-SMG;SKU035;350
08/02/2024;WH-SMG;SKU036;350
08/02/2024;WH-SBY;SKU037;200
08/02/2024;WH-SMG;SKU038;200
08/02/2024;WH-JKT;SKU039;120
08/02/2024;WH-SBY;SKU040;350
08/02/2024;WH-SMG;SKU041;80
08/02/2024;WH-SBY;SKU042;350
08/02/2024;WH-SBY;SKU043;120
08/02/2024;WH-JKT;SKU044;80
08/02/2024;WH-JKT;SKU045;
09/02/2024;WH-SBY;SKU001;500
09/02/2024;WH-SBY;SKU002;80
09/02/2024;WH-SMG;SKU003;50
09/02/2024;WH-SMG;SKU007;80
09/02/2024;WH-SBY;SKU008;80
09/02/2024;WH-SBY;SKU009;500
09/02/2024;WH-SBY;SKU004;500
09/02/2024;WH-SMG;SKU005;80
09/02/2024;WH-SMG;SKU006;350
09/02/2024;WH-JKT;SKU010;500
09/02/2024;WH-SMG;SKU011;120
09/02/2024;WH-SMG;SKU012;120
09/02/2024;WH-JKT;SKU013;200
09/02/2024;WH-SMG;SKU014;80
09/02/2024;WH-JKT;SKU015;200
09/02/2024;WH-SBY;SKU016;350
09/02/2024;WH-SBY;SKU017;500
09/02/2024;WH-SMG;SKU018;50
09/02/2024;WH-SMG;SKU019;80
09/02/2024;WH-SMG;SKU020;50
09/02/2024;WH-JKT;SKU021;200
09/02/2024;WH-JKT;SKU022;350
09/02/2024;WH-SMG;SKU023;
09/02/2024;WH-SBY;SKU024;
09/02/2024;WH-JKT;SKU025;500
09/02/2024;WH-JKT;SKU026;120
09/02/2024;WH-SBY;SKU027;50
09/02/2024;WH-SMG;SKU028;120
09/02/2024;WH-JKT;SKU029;350
09/02/2024;WH-JKT;SKU030;
09/02/2024;WH-JKT;SKU031;50
09/02/2024;WH-SBY;SKU032;200
09/02/2024;WH-SBY;SKU033;80
09/02/2024;WH-JKT;SKU034;80
09/02/2024;WH-SBY;SKU035;50
09/02/2024;WH-SMG;SKU036;120
09/02/2024;WH-SMG;SKU037;50
09/02/2024;WH-JKT;SKU038;500
09/02/2024;WH-JKT;SKU039;120
09/02/2024;WH-SBY;SKU040;500
09/02/2024;WH-JKT;SKU041;
09/02/2024;WH-SMG;SKU042;350
09/02/2024;WH-JKT;SKU043;80
09/02/2024;WH-JKT;SKU044;120
09/02/2024;WH-SMG;SKU045;200
10/02/2024;WH-SBY;SKU001;200
10/02/2024;WH-JKT;SKU002;120
10/02/2024;WH-SMG;SKU003;200
10/02/2024;WH-SMG;SKU007;
10/02/2024;WH-SMG;SKU008;80
10/02/2024;WH-SBY;SKU009;50
10/02/2024;WH-SMG;SKU004;80
10/02/2024;WH-JKT;SKU005;80
10/02/2024;WH-JKT;SKU006;50
10/02/2024;WH-SMG;SKU010;200
10/02/2024;WH-SMG;SKU011;120
10/02/2024;WH-JKT;SKU012;120
10/02/2024;WH-SMG;SKU013;350
10/02/2024;WH-SBY;SKU014;120
10/02/2024;WH-JKT;SKU015;50
10/02/2024;WH-JKT;SKU016;80
10/02/2024;WH-SMG;SKU017;350
10/02/2024;WH-JKT;SKU018;500
10/02/2024;WH-SMG;SKU019;50
10/02/2024;WH-SBY;SKU020;500
10/02/2024;WH-SBY;SKU021;200
10/02/2024;WH-SMG;SKU022;50
10/02/2024;WH-JKT;SKU023;80
10/02/2024;WH-JKT;SKU024;80
10/02/2024;WH-JKT;SKU025;120
10/02/2024;WH-JKT;SKU026;200
10/02/2024;WH-SMG;SKU027;200
10/02/2024;WH-JKT;SKU028;350
10/02/2024;WH-JKT;SKU029;500
10/02/2024;WH-SMG;SKU030;500
10/02/2024;WH-SMG;SKU031;120
10/02/2024;WH-JKT;SKU032;200
10/02/2024;WH-JKT;SKU033;200
10/02/2024;WH-JKT;SKU034;500
10/02/2024;WH-JKT;SKU035;50
10/02/2024;WH-SMG;SKU036;120
10/02/2024;WH-SBY;SKU037;50
10/02/2024;WH-SBY;SKU038;120
10/02/2024;WH-SBY;SKU039;80
10/02/2024;WH-SMG;SKU040;200
10/02/2024;WH-SMG;SKU041;
10/02/2024;WH-SBY;SKU042;200
10/02/2024;WH-SMG;SKU043;50
10/02/2024;WH-JKT;SKU044;350
10/02/2024;WH-SMG;SKU045;500
11/02/2024;WH-SBY;SKU001;50
11/02/2024;WH-SBY;SKU002;500
11/02/2024;WH-JKT;SKU003;200
11/02/2024;WH-SMG;SKU007;50
11/02/2024;WH-JKT;SKU008;500
11/02/2024;WH-SMG;SKU009;
11/02/2024;WH-SBY;SKU004;500
11/02/2024;WH-SBY;SKU005;200
11/02/2024;WH-SMG;SKU006;350
11/02/2024;WH-SBY;SKU010;120
11/02/2024;WH-SMG;SKU011;500
11/02/2024;WH-JKT;SKU012;500
11/02/2024;WH-SMG;SKU013;120
11/02/2024;WH-JKT;SKU014;120
11/02/2024;WH-JKT;SKU015;50
11/02/2024;WH-SBY;SKU016;50
11/02/2024;WH-JKT;SKU017;120
11/02/2024;WH-SBY;SKU018;
11/02/2024;WH-JKT;SKU019;120
11/02/2024;WH-JKT;SKU020;500
11/02/2024;WH-JKT;SKU021;500
11/02/2024;WH-SBY;SKU022;200
11/02/2024;WH-SMG;SKU023;50
11/02/2024;WH-JKT;SKU024;500
11/02/2024;WH-SMG;SKU025;120
11/02/2024;WH-SBY;SKU026;120
11/02/2024;WH-SBY;SKU027;
11/02/2024;WH-SMG;SKU028;
11/02/2024;WH-JKT;SKU029;
11/02/2024;WH-JKT;SKU030;50
11/02/2024;WH-JKT;SKU031;200
11/02/2024;WH-SBY;SKU032;80
11/02/2024;WH-SMG;SKU033;500
11/02/2024;WH-JKT;SKU034;120
11/02/2024;WH-SMG;SKU035;80
11/02/2024;WH-SMG;SKU036;350
11/02/2024;WH-SMG;SKU037;120
11/02/2024;WH-SBY;SKU038;500
11/02/2024;WH-JKT;SKU039;80
11/02/2024;WH-SMG;SKU040;80
11/02/2024;WH-SMG;SKU041;200
11/02/2024;WH-JKT;SKU042;500
11/02/2024;WH-SMG;SKU043;120
11/02/2024;WH-JKT;SKU044;120
11/02/2024;WH-SBY;SKU045;120
12/02/2024;WH-SBY;SKU001;350
12/02/2024;WH-JKT;SKU002;
12/02/2024;WH-SBY;SKU003;80
12/02/2024;WH-SBY;SKU007;200
12/02/2024;WH-SBY;SKU008;50
12/02/2024;WH-SBY;SKU009;120
12/02/2024;WH-SBY;SKU004;350
12/02/2024;WH-JKT;SKU005;500
12/02/2024;WH-SBY;SKU006;350
12/02/2024;WH-SBY;SKU010;120
12/02/2024;WH-SMG;SKU011;500
12/02/2024;WH-JKT;SKU012;500
12/02/2024;WH-JKT;SKU013;120
12/02/2024;WH-SMG;SKU014;200
12/02/2024;WH-JKT;SKU015;200
12/02/2024;WH-SMG;SKU016;350
12/02/2024;WH-JKT;SKU017;350
12/02/2024;WH-SBY;SKU018;200
12/02/2024;WH-SMG;SKU019;50
12/02/2024;WH-SBY;SKU020;
12/02/2024;WH-SMG;SKU021;500
12/02/2024;WH-SBY;SKU022;120
12/02/2024;WH-JKT;SKU023;200
12/02/2024;WH-JKT;SKU024;350
12/02/2024;WH-JKT;SKU025;120
12/02/2024;WH-SMG;SKU026;50
12/02/2024;WH-SMG;SKU027;200
12/02/2024;WH-JKT;SKU028;80
12/02/2024;WH-SMG;SKU029;80
12/02/2024;WH-SMG;SKU030;350
12/02/2024;WH-JKT;SKU031;500
12/02/2024;WH-SMG;SKU032;120
12/02/2024;WH-JKT;SKU033;500
12/02/2024;WH-SMG;SKU034;350
12/02/2024;WH-SBY;SKU035;
12/02/2024;WH-SMG;SKU036;500
12/02/2024;WH-SBY;SKU037;50
12/02/2024;WH-SBY;SKU038;500
12/02/2024;WH-SMG;SKU039;120
12/02/2024;WH-JKT;SKU040;350
12/02/2024;WH-SMG;SKU041;500
12/02/2024;WH-SMG;SKU042;50
12/02/2024;WH-SMG;SKU043;120
12/02/2024;WH-SBY;SKU044;120
12/02/2024;WH-SBY;SKU045;50
13/02/2024;WH-SMG;SKU001;120
13/02/2024;WH-SBY;SKU002;50
13/02/2024;WH-SMG;SKU003;350
13/02/2024;WH-SMG;SKU007;500
13/02/2024;WH-SMG;SKU008;200
13/02/2024;WH-JKT;SKU009;50
13/02/2024;WH-SBY;SKU004;
13/02/2024;WH-SBY;SKU005;500
13/02/2024;WH-SMG;SKU006;50
13/02/2024;WH-SMG;SKU010;80
13/02/2024;WH-JKT;SKU011;50
13/02/2024;WH-JKT;SKU012;350
13/02/2024;WH-SBY;SKU013;50
13/02/2024;WH-SBY;SKU014;200
13/02/2024;WH-SBY;SKU015;350
13/02/2024;WH-SMG;SKU016;80
13/02/2024;WH-JKT;SKU017;500
13/02/2024;WH-SBY;SKU018;120
13/02/2024;WH-JKT;SKU019;50
13/02/2024;WH-SMG;SKU020;
13/02/2024;WH-JKT;SKU021;200
13/02/2024;WH-SMG;SKU022;50
13/02/2024;WH-SMG;SKU023;350
13/02/2024;WH-JKT;SKU024;350
13/02/2024;WH-JKT;SKU025;500
13/02/2024;WH-SBY;SKU026;500
13/02/2024;WH-SMG;SKU027;50
13/02/2024;WH-SMG;SKU028;200
13/02/2024;WH-SMG;SKU029;500
13/02/2024;WH-JKT;SKU030;50
13/02/2024;WH-SMG;SKU031;50
13/02/2024;WH-JKT;SKU032;350
13/02/2024;WH-SBY;SKU033;
13/02/2024;WH-SMG;SKU034;500
13/02/2024;WH-SMG;SKU035;350
13/02/2024;WH-JKT;SKU036;120
13/02/2024;WH-SMG;SKU037;80
13/02/2024;WH-SMG;SKU038;120
13/02/2024;WH-SMG;SKU039;120
13/02/2024;WH-SMG;SKU040;80
13/02/2024;WH-SBY;SKU041;50
13/02/2024;WH-SBY;SKU042;500
13/02/2024;WH-SBY;SKU043;50
13/02/2024;WH-SMG;SKU044;500
13/02/2024;WH-JKT;SKU045;50
14/02/2024;WH-JKT;SKU001;350
14/02/2024;WH-JKT;SKU002;50
14/02/2024;WH-JKT;SKU003;350
14/02/2024;WH-SMG;SKU007;50
14/02/2024;WH-SBY;SKU008;50
14/02/2024;WH-SMG;SKU009;80
14/02/2024;WH-SBY;SKU004;500
14/02/2024;WH-SMG;SKU005;80
14/02/2024;WH-SBY;SKU006;200
14/02/2024;WH-SMG;SKU010;80
14/02/2024;WH-SBY;SKU011;200
14/02/2024;WH-SBY;SKU012;500
14/02/2024;WH-SMG;SKU013;350
14/02/2024;WH-JKT;SKU014;120
14/02/2024;WH-JKT;SKU015;120
14/02/2024;WH-JKT;SKU016;500
14/02/2024;WH-SMG;SKU017;120
14/02/2024;WH-JKT;SKU018;120
14/02/2024;WH-SBY;SKU019;120
14/02/2024;WH-SMG;SKU020;500
